First Name,Last Name,SID,Email,Sections,HW1,HW1 - Max Points,HW1 - Submission Time,HW1 - Lateness (H:M:S),HW2,HW2 - Max Points,HW2 - Submission Time,HW2 - Lateness (H:M:S),HW3,HW3 - Max Points,HW3 - Submission Time,HW3 - Lateness (H:M:S),HW4,HW4 - Max Points,HW4 - Submission Time,HW4 - Lateness (H:M:S),HW5,HW5 - Max Points,HW5 - Submission Time,HW5 - Lateness (H:M:S),HW6,HW6 - Max Points,HW6 - Submission Time,HW6 - Lateness (H:M:S),HW7,HW7 - Max Points,HW7 - Submission Time,HW7 - Lateness (H:M:S),HW8,HW8 - Max Points,HW8 - Submission Time,HW8 - Lateness (H:M:S),Quiz1,Quiz1 - Max Points,Quiz1 - Submission Time,Quiz1 - Lateness (H:M:S),Quiz2,Quiz2 - Max Points,Quiz2 - Submission Time,Quiz2 - Lateness (H:M:S),Quiz3,Quiz3 - Max Points,Quiz3 - Submission Time,Quiz3 - Lateness (H:M:S),Quiz4,Quiz4 - Max Points,Quiz4 - Submission Time,Quiz4 - Lateness (H:M:S),Exam1,Exam1 - Max Points,Exam1 - Submission Time,Exam1 - Lateness (H:M:S),Exam2a,Exam2a - Max Points,Exam2a - Submission Time,Exam2a - Lateness (H:M:S),Exam2b,Exam2b - Max Points,Exam2b - Submission Time,Exam2b - Lateness (H:M:S)
Rosa,Ibrahim,900470737S,rosa.ibrahim@uni.edu,CS 2810 Section 02,8.1,10,2026-04-21 23:14:07 -0400,00:00:00,7.4,10,2026-04-21 23:14:07 -0400,00:00:00,6.6,10,2026-04-21 23:14:07 -0400,00:00:00,6.8,10,2026-04-21 23:14:07 -0400,00:00:00,7.8,10,2026-04-21 23:14:07 -0400,00:00:00,7.6,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,7.1,10,2026-04-21 23:14:07 -0400,00:00:00,11.5,20,2026-04-21 23:14:07 -0400,00:00:00,9.9,20,2026-04-21 23:14:07 -0400,00:00:00,13.8,20,2026-04-21 23:14:07 -0400,00:00:00,12.2,20,2026-04-21 23:14:07 -0400,00:00:00,68.7,100,2026-04-21 23:14:07 -0400,00:00:00,83.3,100,2026-04-21 23:14:07 -0400,23:00:00,,100,,
Vik,Foster,900478454S,vik.foster@uni.edu,CS 2810 Section 01,9.5,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,9.7,10,2026-04-21 23:14:07 -0400,00:00:00,9.7,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,9.4,10,2026-04-21 23:14:07 -0400,00:00:00,9.9,10,2026-04-21 23:14:07 -0400,00:00:00,9.4,10,2026-04-21 23:14:07 -0400,00:00:00,20,20,2026-04-21 23:14:07 -0400,00:00:00,20,20,2026-04-21 23:14:07 -0400,00:00:00,19.1,20,2026-04-21 23:14:07 -0400,00:00:00,19.8,20,2026-04-21 23:14:07 -0400,00:00:00,93.7,100,2026-04-21 23:14:07 -0400,00:00:00,91.3,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Kira,Hayes,900486171S,kira.hayes@uni.edu,CS 2810 Section 02,10,10,2026-04-21 23:14:07 -0400,23:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,9.3,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,23:00:00,9.4,10,2026-04-21 23:14:07 -0400,00:00:00,9.5,10,2026-04-21 23:14:07 -0400,00:00:00,9.9,10,2026-04-21 23:14:07 -0400,00:00:00,19.9,20,2026-04-21 23:14:07 -0400,00:00:00,18.6,20,2026-04-21 23:14:07 -0400,00:00:00,20,20,2026-04-21 23:14:07 -0400,00:00:00,18.8,20,2026-04-21 23:14:07 -0400,00:00:00,96.6,100,2026-04-21 23:14:07 -0400,00:00:00,100,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Cora,Rossi,900493888S,cora.rossi@uni.edu,CS 2810 Section 01,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,8.3,10,2026-04-21 23:14:07 -0400,00:00:00,9,10,2026-04-21 23:14:07 -0400,00:00:00,9.9,10,2026-04-21 23:14:07 -0400,00:00:00,8.9,10,2026-04-21 23:14:07 -0400,00:00:00,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,18.8,20,2026-04-21 23:14:07 -0400,00:00:00,16.7,20,2026-04-21 23:14:07 -0400,00:00:00,16.7,20,2026-04-21 23:14:07 -0400,00:00:00,17.6,20,2026-04-21 23:14:07 -0400,00:00:00,81.2,100,2026-04-21 23:14:07 -0400,00:00:00,88.3,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Xime,Young,900501605S,xime.young@uni.edu,CS 2810 Section 02,7.7,10,2026-04-21 23:14:07 -0400,00:00:00,6.8,10,2026-04-21 23:14:07 -0400,00:00:00,8,10,2026-04-21 23:14:07 -0400,00:00:00,7.6,10,2026-04-21 23:14:07 -0400,00:00:00,6.4,10,2026-04-21 23:14:07 -0400,00:00:00,5.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.1,10,2026-04-21 23:14:07 -0400,00:00:00,8.6,10,2026-04-21 23:14:07 -0400,00:00:00,15.4,20,2026-04-21 23:14:07 -0400,00:00:00,18.2,20,2026-04-21 23:14:07 -0400,00:00:00,15.3,20,2026-04-21 23:14:07 -0400,00:00:00,14.5,20,2026-04-21 23:14:07 -0400,00:00:00,73.4,100,2026-04-21 23:14:07 -0400,00:00:00,72,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Grace,Foster,900509322S,grace.foster@uni.edu,CS 2810 Section 01,8,10,2026-04-21 23:14:07 -0400,00:00:00,7.3,10,2026-04-21 23:14:07 -0400,00:00:00,6.9,10,2026-04-21 23:14:07 -0400,00:00:00,6.8,10,2026-04-21 23:14:07 -0400,00:00:00,7.2,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,6.7,10,2026-04-21 23:14:07 -0400,00:00:00,7.2,10,2026-04-21 23:14:07 -0400,00:00:00,16.2,20,2026-04-21 23:14:07 -0400,00:00:00,14.9,20,2026-04-21 23:14:07 -0400,00:00:00,15.1,20,2026-04-21 23:14:07 -0400,00:00:00,12.1,20,2026-04-21 23:14:07 -0400,00:00:00,85.6,100,2026-04-21 23:14:07 -0400,00:00:00,72.3,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Wren,Gupta,900517039S,wren.gupta@uni.edu,CS 2810 Section 02,6.1,10,2026-04-21 23:14:07 -0400,00:00:00,7.3,10,2026-04-21 23:14:07 -0400,00:00:00,8.8,10,2026-04-21 23:14:07 -0400,00:00:00,7.7,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,7.2,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,7.1,10,2026-04-21 23:14:07 -0400,00:00:00,12.6,20,2026-04-21 23:14:07 -0400,00:00:00,14.3,20,2026-04-21 23:14:07 -0400,00:00:00,13.9,20,2026-04-21 23:14:07 -0400,00:00:00,15.4,20,2026-04-21 23:14:07 -0400,00:00:00,67.3,100,2026-04-21 23:14:07 -0400,00:00:00,55.7,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Vik,Quan,900524756S,vik.quan@uni.edu,CS 2810 Section 01,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,9.4,10,2026-04-21 23:14:07 -0400,00:00:00,9.2,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,8.8,10,2026-04-21 23:14:07 -0400,00:00:00,9,10,2026-04-21 23:14:07 -0400,00:00:00,9.5,10,2026-04-21 23:14:07 -0400,00:00:00,8.1,10,2026-04-21 23:14:07 -0400,00:00:00,18.2,20,2026-04-21 23:14:07 -0400,00:00:00,19.1,20,2026-04-21 23:14:07 -0400,00:00:00,15.7,20,2026-04-21 23:14:07 -0400,00:00:00,15,20,2026-04-21 23:14:07 -0400,00:00:00,83.5,100,2026-04-21 23:14:07 -0400,00:00:00,88.5,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Quinn,Zhao,900532473S,quinn.zhao@uni.edu,CS 2810 Section 02,7.6,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,9,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,17.2,20,2026-04-21 23:14:07 -0400,00:00:00,18.2,20,2026-04-21 23:14:07 -0400,00:00:00,17,20,2026-04-21 23:14:07 -0400,00:00:00,17.1,20,2026-04-21 23:14:07 -0400,00:00:00,93.7,100,2026-04-21 23:14:07 -0400,00:00:00,96.9,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Elena,Foster,900540190S,elena.foster@uni.edu,CS 2810 Section 01,9,10,2026-04-21 23:14:07 -0400,00:00:00,9.6,10,2026-04-21 23:14:07 -0400,00:00:00,9,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,9.7,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,13.3,20,2026-04-21 23:14:07 -0400,00:00:00,13.8,20,2026-04-21 23:14:07 -0400,00:00:00,17.4,20,2026-04-21 23:14:07 -0400,00:00:00,14.5,20,2026-04-21 23:14:07 -0400,00:00:00,82.2,100,2026-04-21 23:14:07 -0400,00:00:00,74,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Hugo,O'Brien,900547907S,hugo.obrien@uni.edu,CS 2810 Section 02,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,9.9,10,2026-04-21 23:14:07 -0400,00:00:00,9.8,10,2026-04-21 23:14:07 -0400,00:00:00,9.8,10,2026-04-21 23:14:07 -0400,00:00:00,9,10,2026-04-21 23:14:07 -0400,00:00:00,9.3,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,8.9,10,2026-04-21 23:14:07 -0400,00:00:00,20,20,2026-04-21 23:14:07 -0400,00:00:00,18.4,20,2026-04-21 23:14:07 -0400,00:00:00,19.6,20,2026-04-21 23:14:07 -0400,00:00:00,20,20,2026-04-21 23:14:07 -0400,00:00:00,88.2,100,2026-04-21 23:14:07 -0400,00:00:00,87.7,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Yara,Nakamura,900555624S,yara.nakamura@uni.edu,CS 2810 Section 01,9.7,10,2026-04-21 23:14:07 -0400,00:00:00,8.8,10,2026-04-21 23:14:07 -0400,00:00:00,9.8,10,2026-04-21 23:14:07 -0400,00:00:00,9,10,2026-04-21 23:14:07 -0400,00:00:00,8.8,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,9.5,10,2026-04-21 23:14:07 -0400,00:00:00,9.2,10,2026-04-21 23:14:07 -0400,00:00:00,20,20,2026-04-21 23:14:07 -0400,00:00:00,19.9,20,2026-04-21 23:14:07 -0400,00:00:00,20,20,2026-04-21 23:14:07 -0400,00:00:00,20,20,2026-04-21 23:14:07 -0400,00:00:00,92.6,100,2026-04-21 23:14:07 -0400,00:00:00,92.3,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Hugo,Vargas,900563341S,hugo.vargas@uni.edu,CS 2810 Section 02,9.5,10,2026-04-21 23:14:07 -0400,00:00:00,9.9,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,,10,,,10,10,2026-04-21 23:14:07 -0400,00:00:00,19.7,20,2026-04-21 23:14:07 -0400,00:00:00,15.7,20,2026-04-21 23:14:07 -0400,00:00:00,17.6,20,2026-04-21 23:14:07 -0400,00:00:00,15,20,2026-04-21 23:14:07 -0400,00:00:00,78.1,100,2026-04-21 23:14:07 -0400,00:00:00,79,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Dev,Ueda,900571058S,dev.ueda@uni.edu,CS 2810 Section 01,7.8,10,2026-04-21 23:14:07 -0400,00:00:00,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,7.7,10,2026-04-21 23:14:07 -0400,00:00:00,8.2,10,2026-04-21 23:14:07 -0400,00:00:00,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,8,10,2026-04-21 23:14:07 -0400,00:00:00,7.4,10,2026-04-21 23:14:07 -0400,00:00:00,6.4,10,2026-04-21 23:14:07 -0400,00:00:00,15.7,20,2026-04-21 23:14:07 -0400,00:00:00,15.3,20,2026-04-21 23:14:07 -0400,00:00:00,16.4,20,2026-04-21 23:14:07 -0400,00:00:00,16.4,20,2026-04-21 23:14:07 -0400,00:00:00,90.3,100,2026-04-21 23:14:07 -0400,00:00:00,77.7,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Rosa,Xu,900578775S,rosa.xu@uni.edu,CS 2810 Section 02,8,10,2026-04-21 23:14:07 -0400,00:00:00,6.5,10,2026-04-21 23:14:07 -0400,00:00:00,6.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,5.7,10,2026-04-21 23:14:07 -0400,00:00:00,5.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,7.4,10,2026-04-21 23:14:07 -0400,00:00:00,11.5,20,2026-04-21 23:14:07 -0400,00:00:00,11.2,20,2026-04-21 23:14:07 -0400,00:00:00,11.7,20,2026-04-21 23:14:07 -0400,00:00:00,12.8,20,2026-04-21 23:14:07 -0400,00:00:00,75.5,100,2026-04-21 23:14:07 -0400,00:00:00,71.9,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Uma,Rossi,900586492S,uma.rossi@uni.edu,CS 2810 Section 01,8.2,10,2026-04-21 23:14:07 -0400,00:00:00,8,10,2026-04-21 23:14:07 -0400,00:00:00,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,6.6,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,6.8,10,2026-04-21 23:14:07 -0400,00:00:00,7.3,10,2026-04-21 23:14:07 -0400,00:00:00,8,10,2026-04-21 23:14:07 -0400,00:00:00,16.4,20,2026-04-21 23:14:07 -0400,00:00:00,16.3,20,2026-04-21 23:14:07 -0400,00:00:00,17.9,20,2026-04-21 23:14:07 -0400,00:00:00,16.2,20,2026-04-21 23:14:07 -0400,00:00:00,78.6,100,2026-04-21 23:14:07 -0400,00:00:00,85.7,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Maya,Ibrahim,900594209S,maya.ibrahim@uni.edu,CS 2810 Section 02,6.9,10,2026-04-21 23:14:07 -0400,00:00:00,6.4,10,2026-04-21 23:14:07 -0400,00:00:00,6.5,10,2026-04-21 23:14:07 -0400,00:00:00,7.1,10,2026-04-21 23:14:07 -0400,00:00:00,6.5,10,2026-04-21 23:14:07 -0400,00:00:00,8.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.1,10,2026-04-21 23:14:07 -0400,00:00:00,6.5,10,2026-04-21 23:14:07 -0400,00:00:00,13.4,20,2026-04-21 23:14:07 -0400,00:00:00,14.9,20,2026-04-21 23:14:07 -0400,00:00:00,12.7,20,2026-04-21 23:14:07 -0400,00:00:00,13.4,20,2026-04-21 23:14:07 -0400,00:00:00,75.8,100,2026-04-21 23:14:07 -0400,00:00:00,76.4,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Hugo,Young,900601926S,hugo.young@uni.edu,CS 2810 Section 01,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,7.8,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.4,10,2026-04-21 23:14:07 -0400,24:00:00,7.2,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,24:00:00,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,7.3,10,2026-04-21 23:14:07 -0400,00:00:00,15.8,20,2026-04-21 23:14:07 -0400,00:00:00,15.3,20,2026-04-21 23:14:07 -0400,00:00:00,15.4,20,2026-04-21 23:14:07 -0400,00:00:00,14.1,20,2026-04-21 23:14:07 -0400,00:00:00,81.7,100,2026-04-21 23:14:07 -0400,00:00:00,82.4,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Cora,Gupta,900609643S,cora.gupta@uni.edu,CS 2810 Section 02,7.6,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,8.2,10,2026-04-21 23:14:07 -0400,00:00:00,6.3,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,15.8,20,2026-04-21 23:14:07 -0400,00:00:00,15.3,20,2026-04-21 23:14:07 -0400,00:00:00,14.3,20,2026-04-21 23:14:07 -0400,00:00:00,15,20,2026-04-21 23:14:07 -0400,00:00:00,85.7,100,2026-04-21 23:14:07 -0400,00:00:00,94.2,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Priya,O'Brien,900617360S,priya.obrien@uni.edu,CS 2810 Section 01,7.7,10,2026-04-21 23:14:07 -0400,00:00:00,6.6,10,2026-04-21 23:14:07 -0400,00:00:00,6.8,10,2026-04-21 23:14:07 -0400,00:00:00,8.2,10,2026-04-21 23:14:07 -0400,00:00:00,6.6,10,2026-04-21 23:14:07 -0400,00:00:00,7.4,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,7,10,2026-04-21 23:14:07 -0400,00:00:00,11.1,20,2026-04-21 23:14:07 -0400,00:00:00,11.5,20,2026-04-21 23:14:07 -0400,00:00:00,10.9,20,2026-04-21 23:14:07 -0400,00:00:00,10.5,20,2026-04-21 23:14:07 -0400,00:00:00,97,100,2026-04-21 23:14:07 -0400,00:00:00,100,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Dev,Cruz,900625077S,dev.cruz@uni.edu,CS 2810 Section 02,7.1,10,2026-04-21 23:14:07 -0400,00:00:00,5.8,10,2026-04-21 23:14:07 -0400,00:00:00,7.4,10,2026-04-21 23:14:07 -0400,00:00:00,6.5,10,2026-04-21 23:14:07 -0400,00:00:00,7.1,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,,10,,,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,13.1,20,2026-04-21 23:14:07 -0400,00:00:00,11.8,20,2026-04-21 23:14:07 -0400,00:00:00,13.7,20,2026-04-21 23:14:07 -0400,00:00:00,13.8,20,2026-04-21 23:14:07 -0400,00:00:00,47.5,100,2026-04-21 23:14:07 -0400,00:00:00,63.7,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Uma,Ueda,900632794S,uma.ueda@uni.edu,CS 2810 Section 01,8,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,9.4,10,2026-04-21 23:14:07 -0400,00:00:00,9.6,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,17.8,20,2026-04-21 23:14:07 -0400,00:00:00,16.8,20,2026-04-21 23:14:07 -0400,00:00:00,17.6,20,2026-04-21 23:14:07 -0400,00:00:00,15.7,20,2026-04-21 23:14:07 -0400,00:00:00,91.3,100,2026-04-21 23:14:07 -0400,00:00:00,83.9,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Uma,Moreau,900640511S,uma.moreau@uni.edu,CS 2810 Section 02,7.2,10,2026-04-21 23:14:07 -0400,00:00:00,7.2,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,8.8,10,2026-04-21 23:14:07 -0400,00:00:00,8.2,10,2026-04-21 23:14:07 -0400,00:00:00,8,10,2026-04-21 23:14:07 -0400,00:00:00,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,17.5,20,2026-04-21 23:14:07 -0400,00:00:00,17.3,20,2026-04-21 23:14:07 -0400,00:00:00,17.4,20,2026-04-21 23:14:07 -0400,00:00:00,17.6,20,2026-04-21 23:14:07 -0400,00:00:00,80.8,100,2026-04-21 23:14:07 -0400,00:00:00,83.1,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Maya,Evans,900648228S,maya.evans@uni.edu,CS 2810 Section 01,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,9.7,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,9.9,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,9,10,2026-04-21 23:14:07 -0400,00:00:00,8.3,10,2026-04-21 23:14:07 -0400,00:00:00,20,20,2026-04-21 23:14:07 -0400,00:00:00,17.7,20,2026-04-21 23:14:07 -0400,00:00:00,17.9,20,2026-04-21 23:14:07 -0400,00:00:00,18.9,20,2026-04-21 23:14:07 -0400,00:00:00,94.6,100,2026-04-21 23:14:07 -0400,00:00:00,83.6,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Grace,Quan,900655945S,grace.quan@uni.edu,CS 2810 Section 02,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,9.2,10,2026-04-21 23:14:07 -0400,00:00:00,9.5,10,2026-04-21 23:14:07 -0400,00:00:00,8,10,2026-04-21 23:14:07 -0400,00:00:00,8.8,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,9.4,10,2026-04-21 23:14:07 -0400,00:00:00,14.9,20,2026-04-21 23:14:07 -0400,00:00:00,16.8,20,2026-04-21 23:14:07 -0400,00:00:00,16.4,20,2026-04-21 23:14:07 -0400,00:00:00,17.5,20,2026-04-21 23:14:07 -0400,00:00:00,86.9,100,2026-04-21 23:14:07 -0400,00:00:00,93,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Finn,Foster,900663662S,finn.foster@uni.edu,CS 2810 Section 01,5.3,10,2026-04-21 23:14:07 -0400,00:00:00,6.5,10,2026-04-21 23:14:07 -0400,00:00:00,6.5,10,2026-04-21 23:14:07 -0400,00:00:00,5.6,10,2026-04-21 23:14:07 -0400,00:00:00,6.2,10,2026-04-21 23:14:07 -0400,00:00:00,5.9,10,2026-04-21 23:14:07 -0400,00:00:00,6.9,10,2026-04-21 23:14:07 -0400,00:00:00,6.3,10,2026-04-21 23:14:07 -0400,00:00:00,9.7,20,2026-04-21 23:14:07 -0400,00:00:00,9.9,20,2026-04-21 23:14:07 -0400,00:00:00,12.8,20,2026-04-21 23:14:07 -0400,00:00:00,12.6,20,2026-04-21 23:14:07 -0400,00:00:00,59.1,100,2026-04-21 23:14:07 -0400,00:00:00,43.7,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Yara,Diaz,900671379S,yara.diaz@uni.edu,CS 2810 Section 02,7.3,10,2026-04-21 23:14:07 -0400,00:00:00,7.9,10,2026-04-21 23:14:07 -0400,00:00:00,7.2,10,2026-04-21 23:14:07 -0400,00:00:00,8.1,10,2026-04-21 23:14:07 -0400,00:00:00,7.6,10,2026-04-21 23:14:07 -0400,00:00:00,7.6,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,7.6,10,2026-04-21 23:14:07 -0400,00:00:00,16.2,20,2026-04-21 23:14:07 -0400,00:00:00,16.3,20,2026-04-21 23:14:07 -0400,00:00:00,16.5,20,2026-04-21 23:14:07 -0400,00:00:00,16.7,20,2026-04-21 23:14:07 -0400,00:00:00,74.4,100,2026-04-21 23:14:07 -0400,00:00:00,69.1,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Omar,O'Brien,900679096S,omar.obrien@uni.edu,CS 2810 Section 01,8,10,2026-04-21 23:14:07 -0400,00:00:00,8.4,10,2026-04-21 23:14:07 -0400,00:00:00,8.6,10,2026-04-21 23:14:07 -0400,00:00:00,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,8.5,10,2026-04-21 23:14:07 -0400,00:00:00,8.8,10,2026-04-21 23:14:07 -0400,00:00:00,7.5,10,2026-04-21 23:14:07 -0400,00:00:00,8.7,10,2026-04-21 23:14:07 -0400,00:00:00,14,20,2026-04-21 23:14:07 -0400,00:00:00,15.9,20,2026-04-21 23:14:07 -0400,00:00:00,14.1,20,2026-04-21 23:14:07 -0400,00:00:00,16.1,20,2026-04-21 23:14:07 -0400,00:00:00,86.1,100,2026-04-21 23:14:07 -0400,00:00:00,78.6,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
Cora,Ueda,900686813S,cora.ueda@uni.edu,CS 2810 Section 02,9.1,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,9.2,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,9.8,10,2026-04-21 23:14:07 -0400,00:00:00,10,10,2026-04-21 23:14:07 -0400,00:00:00,9.2,10,2026-04-21 23:14:07 -0400,00:00:00,17.7,20,2026-04-21 23:14:07 -0400,00:00:00,17.1,20,2026-04-21 23:14:07 -0400,00:00:00,17.3,20,2026-04-21 23:14:07 -0400,00:00:00,15.7,20,2026-04-21 23:14:07 -0400,00:00:00,96.7,100,2026-04-21 23:14:07 -0400,00:00:00,97.7,100,2026-04-21 23:14:07 -0400,00:00:00,,100,,
